"name","wiki_link","description"
"Kazakhstan","https://en.wikipedia.org/wiki/Kazakhstan","Kazakhstan (US: /kæzækˈstæn, ˌkɑːzɑːkˈstɑːn/ ( listen), UK: /ˌkæzəkˈstɑːn, -ˈstæn/;[8] Kazakh: Қазақстан, tr. Qazaqstan, IPA: [qɑzɑqˈstɑn] ( listen); Russian: Казахстан, tr. Kazakhstan, IPA: [kəzɐxˈstan]), officially the Republic of Kazakhstan (Kazakh: Қазақстан Республикасы, tr. Qazaqstan Respy'bli'kasy; Russian: Республика Казахстан, tr. Respublika Kazakhstan),[3][9] is the world's largest landlocked country, and the ninth largest in the world, with an area of 2,724,900 square kilometres (1,052,100 sq mi).[3][10] Kazakhstan is the dominant nation of Central Asia economically, generating 60% of the region's GDP, primarily through its oil/gas industry. It also has vast mineral resources.[11] Some argue that Kazakhstan may be considered a European country because Kazakhstan's Western region is on the European continent and meets the Council of Europe's criteria for European inclusion.[12]"
"Kenya","https://en.wikipedia.org/wiki/Kenya","Kenya (/ˈkɛnjə/; locally [ˈkɛɲa] ( listen)), officially the Republic of Kenya, is a country in Africa and a founding member of the East African Community (EAC). Its capital and largest city is Nairobi. Kenya's territory lies on the equator and overlies the East African Rift covering a diverse and expansive terrain that extends roughly from Lake Victoria to Lake Turkana (formerly called Lake Rudolf) and further south-east to the Indian Ocean. It is bordered by Tanzania to the south and southwest, Uganda to the west, South Sudan to the north-west, Ethiopia to the north and Somalia to the north-east. Kenya covers 581,309 km2 (224,445 sq mi), and had a population of approximately 48 million people in January 2017.[2]"
"Kiribati","https://en.wikipedia.org/wiki/Kiribati","Kiribati (/ˈkiriˌbɛs/ KIRR-i-BES or /ˌkɪrɪˈbɑːti/ KIRR-i-BAHT-ee),[8] officially the Republic of Kiribati (Gilbertese: Ribaberiki Kiribati),[1][3][9][10][11] is a country in the central Pacific Ocean. The permanent population is just over 110,000 (2015), more than half of whom live on Tarawa Atoll. The nation comprises 33 atolls and reef islands and one raised coral island, Banaba. They have a total land area of 800 square kilometres (310 sq mi)[12] and are dispersed over 3.5 million square kilometres (1.3 million square miles). Their spread straddles both the equator and the 180th meridian, although the International Date Line goes round Kiribati and swings far to the east, almost reaching the 150°W meridian. This brings the Line Islands into the same day as the Kiribati Islands. Kiribati's easternmost islands, the southern Line Islands, south of Hawaii, have the most advanced time on Earth: UTC+14 hours."
"North Korea","https://en.wikipedia.org/wiki/North_Korea","North Korea, officially the Democratic People's Republic of Korea (abbreviated DPRK), is a country in East Asia constituting the northern part of the Korean Peninsula. Pyongyang is the nation's capital and largest city. To the north and northwest, the country is bordered by China and by Russia along the Amnok (known as the Yalu in China) and Tumen rivers;[13] it is bordered to the south by South Korea, with the heavily fortified Korean Demilitarized Zone (DMZ) separating the two. Nevertheless, North Korea, like its southern counterpart, claims to be the legitimate government of the entire peninsula.[14]"
"South Korea","https://en.wikipedia.org/wiki/South_Korea","South Korea, officially the Republic of Korea (abbreviated ROK), is a sovereign state in East Asia, constituting the southern part of the Korean Peninsula.[15] Officially, its territory consists of the whole Korean Peninsula and its adjacent islands,[16] which are largely mountainous. South Koreans lead a distinctive urban lifestyle, as half of them live in high-rises[17] concentrated in the Seoul Capital Area with 25 million residents.[18] The capital Seoul is the world's sixth leading global city[19] with the fifth largest economy[20] and is the seventh most sustainable city in the world.[21]"
"Kuwait","https://en.wikipedia.org/wiki/Kuwait","Kuwait (/kʊˈweɪt/ ( listen);[5][6] Arabic: الكويت‎ al-Kuwait, Gulf Arabic pronunciation: [ɪl‿ɪkweːt] or [lɪkweːt]), officially the State of Kuwait (Arabic: دولة الكويت‎  Dawlat al-Kuwait), is a country in Western Asia. Situated in the northern edge of Eastern Arabia at the tip of the Persian Gulf, it shares borders with Iraq and Saudi Arabia. As of 2016[update], Kuwait has a population of 4.2 million people; 1.3 million are Kuwaitis and 2.9 million are expatriates.[7] Expatriates account for 70% of the population.[8]"
"Kyrgyzstan","https://en.wikipedia.org/wiki/Kyrgyzstan","Kyrgyzstan is also a member of the Organization for Security and Cooperation in Europe (OSCE), a league of 56 participating states committed to peace, transparency, and the protection of human rights in Eurasia. As an OSCE participating State, Kyrgyzstan’s international commitments are subject to monitoring under the mandate of the U.S. Helsinki Commission."
"Laos","https://en.wikipedia.org/wiki/Laos","Laos (/ˈlɑːoʊs/ ( listen),[7] /ˈlaʊs/, /ˈlɑːɒs/ or /ˈleɪɒs/;[8][9] Lao: ລາວ, Lao pronunciation: [láːw], Lāo), officially the Lao People's Democratic Republic (Lao: ສາທາລະນະລັດ ປະຊາທິປະໄຕ ປະຊາຊົນລາວ, Sathalanalat Paxathipatai Paxaxon Lao), commonly referred to by its colloquial name of Muang Lao (Lao: ເມືອງລາວ, Muang Lao), is a landlocked country in the heart of the Indochinese peninsula of Mainland Southeast Asia, bordered by Myanmar (Burma) and China to the northwest, Vietnam to the east, Cambodia to the southwest and Thailand to the west and southwest.[10]"
"Latvia","https://en.wikipedia.org/wiki/Latvia","Latvia is a democratic republic and a highly developed country[citation needed]. Its capital Riga served as the European Capital of Culture in 2014. Latvian is the official language. Latvia is a unitary state, divided into 119 administrative divisions, of which 110 are municipalities and 9 are cities.[19] Latvians are the indigenous people of Latvia.[15] Latvian and Lithuanian are the only two surviving Baltic languages. Despite foreign rule from the 13th to 20th centuries, the Latvian nation maintained its identity throughout the generations via the language and musical traditions. As a consequence of centuries of Russian rule (1710–1918) and later Soviet occupation, Latvia is home to a large number of ethnic Russians (26.9% in Latvia[20]), some of whom (14.1% of Latvian residents) have not gained citizenship, leaving them with no citizenship at all. Until World War II, Latvia also had significant minorities of ethnic Germans and Jews. Latvia is historically predominantly Protestant Lutheran, except for the Latgale region in the southeast, which has historically been predominantly Roman Catholic.[21] The Russian population has also brought a significant portion of Eastern Orthodox Christians."
"Lebanon","https://en.wikipedia.org/wiki/Lebanon","Lebanon (/ˈlɛbənɒn/ ( listen); Arabic: لبنان‎ Lubnān; Lebanese pronunciation: [lɪbˈnæːn]; French: Liban), officially known as the Lebanese Republic[nb 2] (Arabic: الجمهورية اللبنانية‎ al-Jumhūrīyah al-Lubnānīyah; Lebanese pronunciation: [elˈʒʊmhuːɾɪjje l.ˈlɪbnæːnɪjje]; French: République libanaise), is a sovereign state in Western Asia. It is bordered by Syria to the north and east and Israel to the south, while Cyprus is west across the Mediterranean Sea. Lebanon's location at the crossroads of the Mediterranean Basin and the Arabian hinterland facilitated its rich history and shaped a cultural identity of religious and ethnic diversity.[8] At just 10,452 km2 (4,036 sq. mi.), it is the smallest recognized country on the entire mainland Asian continent.[nb 3][9][10]"
"Lesotho","https://en.wikipedia.org/wiki/Lesotho","Lesotho (/lɪˈsuːtuː/ ( listen), li-SOO-too), officially the Kingdom of Lesotho (Sotho: Muso oa Lesotho), is a landlocked country in southern Africa, completely surrounded by South Africa. It is just over 30,000 km2 (11,583 sq mi) in size and has a population of around 2 million.[1] Its capital and largest city is Maseru."
"Liberia","https://en.wikipedia.org/wiki/Liberia","Liberia /laɪˈbɪəriə/ ( listen), officially the Republic of Liberia, is a country on the West African coast. It is bordered by Sierra Leone to its west, Guinea to its north and Ivory Coast to its east. It covers an area of 111,369 square kilometers (43,000 sq mi) and has a population of 4,503,000 people.[3] English is the official language and over 20 indigenous languages are spoken, representing the numerous ethnic groups who make up more than 95% of the population. The country's capital and largest city is Monrovia."
"Libya","https://en.wikipedia.org/wiki/Libya","Libya (Arabic: ليبيا‎ Lībiyā)[6][7], officially the State of Libya (Arabic: دولة ليبيا‎ dawlat libiaan), is a sovereign state in the Maghreb region of North Africa, bordered by the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad and Niger to the south and Algeria and Tunisia to the west. The country is made of three historical regions, Tripolitania, Fezzan and Cyrenaica. With an area of almost 1.8 million square kilometres (700,000 sq mi), Libya is the fourth largest country in Africa, and is the 16th largest country in the world.[8] Libya has the 10th-largest proven oil reserves of any country in the world.[9]"
"Liechtenstein","https://en.wikipedia.org/wiki/Liechtenstein","Liechtenstein (/ˈlɪktənstaɪn/ ( listen); LIK-tən-styne; German: [ˈlɪçtn̩ʃtaɪn]), officially the Principality of Liechtenstein (German: Fürstentum Liechtenstein),[7] is a doubly landlocked German-speaking microstate in Central Europe.[8] The principality is a constitutional monarchy headed by the Prince of Liechtenstein."
"Lithuania","https://en.wikipedia.org/wiki/Lithuania","Lithuania (/ˌlɪθuːˈeɪniə/ ( listen),[11][12][13] Lithuanian: Lietuva [lʲɪɛtʊˈvɐ]), officially the Republic of Lithuania (Lithuanian: Lietuvos Respublika), is a country in the Baltic region of northern-eastern Europe. One of the three Baltic states, it is situated along the southeastern shore of the Baltic Sea, to the east of Sweden and Denmark. It is bordered by Latvia to the north, Belarus to the east and south, Poland to the south, and Kaliningrad Oblast (a Russian exclave) to the southwest. Lithuania has an estimated population of 2.8 million people as of 2017[update], and its capital and largest city is Vilnius. Lithuanians are a Baltic people. The official language, Lithuanian, along with Latvian, is one of only two living languages in the Baltic branch of the Indo-European language family."
"Luxembourg","https://en.wikipedia.org/wiki/Luxembourg","Luxembourg (/ˈlʌksəmbɜːrɡ/ ( listen)) (Luxembourgish: Lëtzebuerg [ˈlətsəbuːə̯ɕ] ( listen); French: Luxembourg, German: Luxemburg), officially the Grand Duchy of Luxembourg,[note 1] is a landlocked country in western Europe. It is bordered by Belgium to the west and north, Germany to the east, and France to the south. Its capital, Luxembourg City, is, together with Brussels and Strasbourg, one of the three official capitals of the European Union[7] and the seat of the European Court of Justice, the highest judicial authority in the EU. Its culture, people and languages are highly intertwined with its neighbours, making it essentially a mixture of French and Germanic cultures. This is emphasised by the three official languages, Luxembourgish, French, and German. The repeated invasions by Germany, especially in World War II, resulted in the country's strong will for mediation between France and Germany and, among other things, led to the foundation of the European Union.[8]"
"Macedonia","https://en.wikipedia.org/wiki/Republic_of_Macedonia","Macedonia (/ˌmæsɪˈdoʊniə/ ( listen) MAS-ih-DOH-nee-ə; Macedonian: Македонија, tr. Makedonija, IPA: [makɛˈdɔnija]), officially the Republic of Macedonia (Macedonian:  Република Македонија (help·info), tr. Republika Makedonija), is a country in the Balkan peninsula in Southeast Europe. It is one of the successor states of the former Yugoslavia, from which it declared independence in 1991. It became a member of the United Nations in 1993, but, as a result of an ongoing dispute with Greece over the use of the name ""Macedonia"", was admitted under the provisional description the former Yugoslav Republic of Macedonia[11][12] (sometimes abbreviated as FYROM and FYR Macedonia), a term that is also used by international organizations such as the European Union,[13] the Council of Europe,[14] and NATO.[15]"
"Madagascar","https://en.wikipedia.org/wiki/Madagascar","Madagascar (/ˌmædəˈɡæskər/; Malagasy: Madagasikara), officially the Republic of Madagascar (Malagasy: Repoblikan'i Madagasikara [republiˈkʲan madaɡasˈkʲarə̥]; French: République de Madagascar), and previously known as the Malagasy Republic, is an island country in the Indian Ocean, off the coast of East Africa. The nation comprises the island of Madagascar (the fourth-largest island in the world), and numerous smaller peripheral islands. Following the prehistoric breakup of the supercontinent Gondwana, Madagascar split from the Indian peninsula around 88 million years ago, allowing native plants and animals to evolve in relative isolation. Consequently, Madagascar is a biodiversity hotspot; over 90% of its wildlife is found nowhere else on Earth. The island's diverse ecosystems and unique wildlife are threatened by the encroachment of the rapidly growing human population and other environmental threats."
"Malawi","https://en.wikipedia.org/wiki/Malawi","Malawi (/məˈlɔːwi/, /məˈlɑːwi/ or /ˈmæləwi/; Chichewa: [maláβi] or [maláwi][9]), officially the Republic of Malawi, is a landlocked country in southeast Africa that was formerly known as Nyasaland. It is bordered by Zambia to the northwest, Tanzania to the northeast, and Mozambique on the east, south and west. Malawi is over 118,000 km2 (45,560 sq mi) with an estimated population of 18,091,575 (July 2016 est.). Its capital is Lilongwe, which is also Malawi's largest city; the second largest is Blantyre, the third is Mzuzu and the fourth largest is its old capital Zomba. The name Malawi comes from the Maravi, an old name of the Nyanja people that inhabit the area. The country is also nicknamed ""The Warm Heart of Africa"".[10]"
"Malaysia","https://en.wikipedia.org/wiki/Malaysia","Malaysia (/məˈleɪʒə/ ( listen) mə-LAY-zhə or /məˈleɪsiə/ ( listen) mə-LAY-see-ə; Malaysian pronunciation: [məlejsiə])[lacks stress] is a federal constitutional monarchy located in Southeast Asia. It consists of thirteen states and three federal territories and has a total landmass of 330,803 square kilometres (127,720 sq mi) separated by the South China Sea into two similarly sized regions, Peninsular Malaysia and East Malaysia (Malaysian Borneo). Peninsular Malaysia shares a land and maritime border with Thailand at the north and maritime borders with Singapore at the south, Vietnam at the northeast, and Indonesia in the west. East Malaysia shares land and maritime borders with Brunei and Indonesia and a maritime border with the Philippines and Vietnam. The capital city is Kuala Lumpur, while Putrajaya is the seat of the federal government. With a population of over 30 million, Malaysia is the 44th most populous country. The southernmost point of continental Eurasia, Tanjung Piai, is in Malaysia. Located in the tropics, Malaysia is one of 17 megadiverse countries on earth, with large numbers of endemic species."
"Maldives","https://en.wikipedia.org/wiki/Maldives","The Maldives (/ˈmɒldiːvz/, /ˈmɔːldiːvz/, /ˈmɔːldaɪvz/ ( listen) or /ˈmældaɪvz/),[13] officially the Republic of Maldives (Dhivehi Raa'jeyge Jumhooriyya), is a South Asian island country, located in the Indian Ocean, situated in the Arabian Sea. It lies southwest of Sri Lanka and India. The chain of 26 atolls stretches from Ihavandhippolhu Atoll in the north to the Addu City in the south. Comprising a territory spanning roughly 298 square kilometres (115 sq mi), the Maldives is one of the world's most geographically dispersed countries, as well as the smallest Asian country by both land area and population, with around 427,756 inhabitants. Malé is the capital and most populated city, traditionally called the ""King's Island"" for its central location."
"Mali","https://en.wikipedia.org/wiki/Mali","Mali (/ˈmɑːli/ ( listen); French: [mali]), officially the Republic of Mali (French: République du Mali), is a landlocked country in West Africa, a region geologically identified with the West African Craton. Mali is the eighth-largest country in Africa, with an area of just over 1,240,000 square kilometres (480,000 sq mi). The population of Mali is 18 million[8]. Its capital is Bamako. Mali consists of eight regions and its borders on the north reach deep into the middle of the Sahara Desert, while the country's southern part, where the majority of inhabitants live, features the Niger and Senegal rivers. The country's economy centers on agriculture and fishing. Some of Mali's prominent natural resources include gold, being the third largest producer of gold in the African continent,[9] and salt. About half the population lives below the international poverty line of $1.25 (U.S.) a day.[10] A majority of the population (90%) are Muslims.[11]"
"Malta","https://en.wikipedia.org/wiki/Malta","Malta (/ˈmɒltə/ ( listen); Maltese: [ˈmɐltɐ]), officially known as the Republic of Malta (Maltese: Repubblika ta' Malta), is a Southern European island country consisting of an archipelago in the Mediterranean Sea.[9] It lies 80 km (50 mi) south of Italy, 284 km (176 mi) east of Tunisia,[10] and 333 km (207 mi) north of Libya.[11] The country covers just over 316 km2 (122 sq mi),[3] with a population of just under 450,000,[4] making it one of the world's smallest[12][13][14] and most densely populated countries. The capital of Malta is Valletta, which at 0.8 km2, is the smallest national capital in the European Union by area.[15] Malta has one national language, which is Maltese, and English as an official language."
"Marshall Islands","https://en.wikipedia.org/wiki/Marshall_Islands","The Marshall Islands, officially the Republic of the Marshall Islands (Marshallese: Aolepān Aorōkin M̧ajeļ),[Note 1] is an island country located near the equator in the Pacific Ocean, slightly west of the International Date Line. Geographically, the country is part of the larger island group of Micronesia. The country's population of 53,158 people (at the 2011 Census[5]) is spread out over 29 coral atolls,[2] comprising 1,156 individual islands and islets."
"Mauritania","https://en.wikipedia.org/wiki/Mauritania","Mauritania (/mɔːrɪˈteɪniə/ ( listen); Arabic: موريتانيا‎ Mūrītānyā; Berber: Muritanya or Agawej; Wolof: Gànnaar; Soninke: Murutaane; Pulaar: Moritani; French: Mauritanie), officially the Islamic Republic of Mauritania, is a country in the Maghreb region of Northwestern Africa.[7][8][9] It is the eleventh largest country in Africa and is bordered by the Atlantic Ocean to the west, Western Sahara in the north, Algeria in the northeast, Mali in the east and southeast, and Senegal in the southwest."
"Mauritius","https://en.wikipedia.org/wiki/Mauritius","Mauritius (/məˈrɪʃəs/ ( listen) or /məˈrɪʃiəs/; French: Maurice), officially the Republic of Mauritius (French: République de Maurice), is an island nation in the Indian Ocean about 2,000 kilometres (1,200 mi) off the southeast coast of the African continent. The country includes the islands of Mauritius and Rodrigues, 560 kilometres (350 mi) east of Mauritius, and the outer islands (Agaléga, St. Brandon and two disputed territories). The islands of Mauritius and Rodrigues form part of the Mascarene Islands, along with nearby Réunion, a French overseas department. The area of the country is 2,040 km2 (790 sq mi). The capital and largest city is Port Louis."
"Mexico","https://en.wikipedia.org/wiki/Mexico","Mexico (/ˈmɛksɪkoʊ/; MEK-si-koh; Spanish: México, pronounced [ˈmexiko] ( listen)), officially the United Mexican States (Spanish: Estados Unidos Mexicanos,  listen (help·info)),[10][11][12][13] is a federal republic in the southern portion of North America. It is bordered to the north by the United States; to the south and west by the Pacific Ocean; to the southeast by Guatemala, Belize, and the Caribbean Sea; and to the east by the Gulf of Mexico.[14] Covering almost two million square kilometers (over 760,000 sq mi),[13] the nation is the sixth largest country in the Americas by total area and the 13th largest independent state in the world."
"Micronesia","https://en.wikipedia.org/wiki/Federated_States_of_Micronesia","Mexico (/ˈmɛksɪkoʊ/; MEK-si-koh; Spanish: México, pronounced [ˈmexiko] ( listen)), officially the United Mexican States (Spanish: Estados Unidos Mexicanos,  listen (help·info)),[10][11][12][13] is a federal republic in the southern portion of North America. It is bordered to the north by the United States; to the south and west by the Pacific Ocean; to the southeast by Guatemala, Belize, and the Caribbean Sea; and to the east by the Gulf of Mexico.[14] Covering almost two million square kilometers (over 760,000 sq mi),[13] the nation is the sixth largest country in the Americas by total area and the 13th largest independent state in the world."
"Moldova","https://en.wikipedia.org/wiki/Moldova","Moldova (/mɒlˈdoʊvə, mɔːl-/ ( listen) or sometimes UK: /ˈmɒldəvə/),[11][12][13] officially the Republic of Moldova (Romanian: Republica Moldova,  listen (help·info)), is a landlocked country in Eastern Europe, bordered by Romania to the west and Ukraine to the north, east, and south (by way of the disputed territory of Transnistria).[14] The capital city is Chișinău."
"Monaco","https://en.wikipedia.org/wiki/Monaco","Monaco (/ˈmɒnəkoʊ/ ( listen); French pronunciation: ​[mɔnako]), officially the Principality of Monaco (French: Principauté de Monaco),[a] is a sovereign city-state, country and microstate located on the French Riviera in Western Europe. France borders the country on three sides while the other side borders the Mediterranean Sea. Monaco has an area of 2.02 km2 (0.78 sq mi) and a population of about 38,400, according to the last census of 2016.[6] With 19,009 inhabitants per km², it is the second-smallest and most densely populated sovereign state in the world. Monaco has a land border of 5.47 km (3.40 mi),[6] a coastline of 3.83 km (2.38 mi), and a width that varies between 1,700 and 349 m (1,859 and 382 yd). The highest point in the country is a narrow pathway named Chemin des Révoires on the slopes of Mont Agel, in the Les Révoires Ward, which is 161 metres (528 feet) above sea level. Monaco's most populous Quartier is Monte Carlo and the most populous Ward is Larvotto/Bas Moulins. Through land reclamation, Monaco's land mass has expanded by twenty percent; in 2005, it had an area of only 1.974 km2 (0.762 sq mi). Monaco is known as a playground for the rich and famous, due to its tax laws. In 2014, it was noted about 30% of the population was made up of millionaires, more than in Zürich or Geneva.[10]"
"Mongolia","https://en.wikipedia.org/wiki/Mongolia","Mongolia /mɒŋˈɡoʊliə/ ( listen) (Mongolian: Монгол Улс in Mongolian Cyrillic; ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ [mɔŋˈɢɔɮ ʊɮs] in Mongolian script; Mongol Uls in Mongolian Latin script; literally: Mongol State) is a landlocked unitary sovereign state in East Asia. Its area is roughly equivalent with the historical territory of Outer Mongolia, and that term is sometimes used to refer to the Mongolian People's Republic. It is located between China to the south and Russia to the north. While it does not share a border with Kazakhstan, Mongolia is separated from it by only 36.76 kilometers (22.84 mi)."
"Montenegro","https://en.wikipedia.org/wiki/Montenegro","Montenegro (/ˌmɒntɪˈneɪɡroʊ, -ˈniːɡ-, -ˈnɛɡ-/ ( listen) MON-ti-NAYG-roh, -NEEG-, -NEG-; Montenegrin: Crna Gora/Црна Гора, [t͡sr̩̂ːnaː ɡɔ̌ra] ( listen), meaning ""Black Mountain"") is a sovereign state in Southeastern Europe. It has a coast on the Adriatic Sea to the southwest and is bordered by Croatia to the west, Bosnia and Herzegovina to the northwest, Serbia to the northeast, Kosovo[a] to the east, and Albania to the southeast. Its capital and largest city is Podgorica, while Cetinje is designated as the Old Royal Capital (prijestonica).[8]"
"Morocco","https://en.wikipedia.org/wiki/Morocco","Morocco (/məˈrɒkoʊ/ ( listen); Arabic: المَغرِب‎, translit. al-maġrib, lit. 'place the sun sets; the west'; Standard Moroccan Tamazight: ⵍⵎⵖⵔⵉⴱ, translit. Lmeɣrib; French: Maroc), officially known as the Kingdom of Morocco (Arabic: المملكة المغربية‎, translit. al-Mamlakah al-Maghribiyah, lit. ""The Western Kingdom""; Standard Moroccan Tamazight: ⵜⴰⴳⵍⴷⵉⵜ ⵏ ⵍⵎⵖⵔⵉⴱ, translit. Tageldit n Lmaɣrib), is a sovereign country located in the Maghreb region of North Africa. Geographically, Morocco is characterised by a rugged mountainous interior, large tracts of desert and a lengthy coastline along the Atlantic Ocean and Mediterranean Sea."
"Mozambique","https://en.wikipedia.org/wiki/Mozambique","Mozambique (/moʊzæmˈbiːk/ or /mɔː-/), officially the Republic of Mozambique (Portuguese: Moçambique or República de Moçambique, pronounced [ʁɛˈpuβlikɐ ðɨ musɐ̃ˈbikɨ]) is a country in Southeast Africa bordered by the Indian Ocean to the east, Tanzania to the north, Malawi and Zambia to the northwest, Zimbabwe to the west, and Swaziland and South Africa to the southwest. It is separated from Madagascar by the Mozambique Channel to the east. The capital and largest city is Maputo (known as ""Lourenço Marques"" before independence)."
"Myanmar","https://en.wikipedia.org/wiki/Myanmar","Myanmar (Burmese pronunciation: [mjəmà]),[nb 1][8] officially the Republic of the Union of Myanmar and also known as Burma, is a sovereign state in Southeast Asia. Myanmar is bordered by India and Bangladesh to its west, Thailand and Laos to its east and China to its north and northeast. To its south, about one third of Myanmar's total perimeter of 5,876 km (3,651 mi) forms an uninterrupted coastline of 1,930 km (1,200 mi) along the Bay of Bengal and the Andaman Sea. The country's 2014 census counted the population to be 51 million people.[9] As of 2017, the population is about 54 million.[10] Myanmar is 676,578 square kilometers (261,228 square miles) in size. Its capital city is Naypyidaw, and its largest city and former capital is Yangon (Rangoon).[1] Myanmar has been a member of the Association of Southeast Asian Nations (ASEAN) since 1997."
"Namibia","https://en.wikipedia.org/wiki/Namibia","Namibia (/nəˈmɪbiə/ ( listen), /næˈ-/),[17][18] officially the Republic of Namibia (German:  Republik Namibia (help·info); Afrikaans: Republiek van Namibië) is a country in southern Africa whose western border is the Atlantic Ocean. It shares land borders with Zambia and Angola to the north, Botswana to the east and South Africa to the south and east. Although it does not border Zimbabwe, less than 200 metres of the Zambezi River (essentially a small bulge in Botswana to achieve a Botswana/Zambia micro-border) separates the two countries. Namibia gained independence from South Africa on 21 March 1990, following the Namibian War of Independence. Its capital and largest city is Windhoek, and it is a member state of the United Nations (UN), the Southern African Development Community (SADC), the African Union (AU), and the Commonwealth of Nations."
"Nauru","https://en.wikipedia.org/wiki/Nauru","Nauru (Nauruan: Naoero, /nɑːˈuːruː/ nah-OO-roo or /ˈnɑːruː/ NAH-roo[5][6]), officially the Republic of Nauru (Nauruan: Repubrikin Naoero) and formerly known as Pleasant Island, is an island country in Micronesia in the Central Pacific. Its nearest neighbour is Banaba Island in Kiribati, 300 kilometres (186 mi) to the east. It further lies northwest of Tuvalu, north of the Solomon Islands, east-northeast of Papua New Guinea, southeast of the Federated States of Micronesia and south of the Marshall Islands. With 11,347 residents in a 21-square-kilometre (8.1 sq mi) area, Nauru is the smallest state in the South Pacific and third smallest state by area in the world, behind only Vatican City and Monaco."
"Nepal","https://en.wikipedia.org/wiki/Nepal","Nepal (/nəˈpɔːl/ ( listen);[10] Nepali: नेपाल  Nepāl [neˈpal]), officially the Federal Democratic Republic of Nepal (Nepali: सङ्घीय लोकतान्त्रिक गणतन्त्र नेपाल Sanghiya Loktāntrik Ganatantra Nepāl),[11] is a landlocked central Himalayan country in South Asia. Nepal is divided into 7 states and 75 districts and 744 local units including 4 metropolises, 13 sub-metropolises, 246 municipal councils and 481 villages.[12] It has a population of 26.4 million and is the 93rd largest country by area.[2][13] Bordering China in the north and India in the south, east, and west, it is the largest sovereign Himalayan state. Nepal does not border Bangladesh, which is located within only 27 km (17 mi) of its southeastern tip. Neither does it border Bhutan due to the Indian state of Sikkim being located in between. Nepal has a diverse geography, including fertile plains,[14] subalpine forested hills, and eight of the world's ten tallest mountains, including Mount Everest, the highest point on Earth. Kathmandu is the nation's capital and largest city. Nepal is a multiethnic nation with Nepali as the official language."
"Netherlands","https://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands","The Netherlands is a representative parliamentary democracy organised as a unitary state. Its administration consists of the Monarch and the Council of Ministers, which is headed by a Prime Minister. The people are represented by the States General of the Netherlands, which consists of a House of Representatives and a Senate. The Netherlands is divided into 12 provinces: Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-Brabant, Noord-Holland, Overijssel, Utrecht, Zeeland, and Zuid-Holland. The provinces are divided into municipalities. The Prime Minister of the Netherlands is Mark Rutte. The Netherlands has the euro as its currency, except in the special municipalities of the Caribbean Netherlands (BES islands), where the Netherlands Antillean guilder was replaced by the US dollar in 2011.[19]"
"New Zealand","https://en.wikipedia.org/wiki/New_Zealand","New Zealand /njuːˈziːlənd/ ( listen) (Māori: Aotearoa [aɔˈtɛaɾɔa]) is an island country in the southwestern Pacific Ocean. The country geographically comprises two main landmasses—the North Island (or Te Ika-a-Māui), and the South Island (or Te Waipounamu)—and around 600 smaller islands. New Zealand is situated some 1,500 kilometres (900 mi) east of Australia across the Tasman Sea and roughly 1,000 kilometres (600 mi) south of the Pacific island areas of New Caledonia, Fiji, and Tonga. Because of its remoteness, it was one of the last lands to be settled by humans. During its long period of isolation, New Zealand developed a distinct biodiversity of animal, fungal and plant life. The country's varied topography and its sharp mountain peaks, such as the Southern Alps, owe much to the tectonic uplift of land and volcanic eruptions. New Zealand's capital city is Wellington, while its most populous city is Auckland."
"Nicaragua","https://en.wikipedia.org/wiki/Nicaragua","Nicaragua (/ˌnɪkəˈrɑːɡwəˌ -ˈræɡ-ˌ -ɡjuə/ ( listen); Spanish: [nikaˈɾaɣwa]), officially the Republic of Nicaragua (Spanish:  República de Nicaragua (help·info)), is the largest country in the Central American isthmus, bordered by Honduras to the north, the Caribbean to the east, Costa Rica to the south, and the Pacific Ocean to the west. Nicaragua's capital, Managua, is the country's largest city and the third-largest city in Central America. The multi-ethnic population of six million includes people of indigenous, European, African, and Asian heritage. The main language is Spanish. Native tribes on the Mosquito Coast speak their own languages."
"Niger","https://en.wikipedia.org/wiki/Niger","Niger is a developing country, consistently ranks near the bottom in the United Nations' Human Development Index (HDI); it was ranked last at 188th for 2014.[5] Much of the non-desert portions of the country are threatened by periodic drought and desertification. The economy is concentrated around subsistence, with some export agriculture in the more fertile south, and export of raw materials, especially uranium ore. Niger faces serious challenges to development due to its landlocked position, desert terrain, inefficient agriculture, high fertility rates without birth control, and the resulting overpopulation, [12]the poor educational level and the poverty of its people, the lack of infrastructure, the poor health care, and the environmental degradation."
"Nigeria","https://en.wikipedia.org/wiki/Nigeria","Nigeria has been home to a number of kingdoms and tribal states over the millennia. The modern state originated from British colonial rule beginning in the 19th century, and took its present territorial shape with the merging of the Southern Nigeria Protectorate and Northern Nigeria Protectorate in 1914. The British set up administrative and legal structures whilst practising indirect rule through traditional chiefdoms. Nigeria became a formally independent federation in 1960. It experienced a civil war from 1967 to 1970. It thereafter alternated between democratically elected civilian governments and military dictatorships until 1999, with the 2011 presidential election considered the first to be reasonably free and fair.[8]"
